year		DOY		Ta		Tmin		Tmax		precip		rSSD		SRad		ET0		snow		PAR
2015		59		1.56		-0.74		4.66		0.84		0.07		41.41		0.83		0.55		1.68
2015		60		5.56		-1.14		10.86		9.98		0		24.81		1.52		0.05		1.01
2015		61		7.58		3.38		9.98		1.71		0.22		76.22		1.24		0		3.1
2015		62		5.6		0.8		9.9		4.76		0.76		158.29		1.36		0.02		6.43
2015		63		1.68		-0.52		6.58		2.3		0.09		48.62		1.02		1.42		1.97
2015		64		1.59		-0.51		5.09		0.01		0.68		154.48		0.91		0.01		6.27
2015		65		2.21		-1.9		7.51		0		0.97		179.15		1.23		0		7.27
2015		66		2.64		-4.16		9.94		0		0.88		176.52		1.56		0		7.17
2015		67		4.56		-2.64		13.26		0		0.79		171.84		1.84		0		6.98
2015		68		6.64		-0.06		14.14		0		0.87		180.46		1.93		0		7.33
2015		69		6.66		-0.84		12.56		0		0.47		134.69		1.9		0		5.47
2015		70		7.4		2.9		11.5		0		0.81		180.33		1.58		0		7.32
2015		71		3.68		-2.02		9.38		0		0.97		193.46		1.57		0		7.86
2015		72		3.39		-3.21		10.39		0		0.88		190.49		1.72		0		7.74
2015		73		3.63		-0.37		8.83		0		0.54		153.4		1.45		0		6.23
2015		74		1.99		-2.91		6.19		0		0.13		66.91		1.34		0		2.72
2015		75		5.82		0.52		12.02		0		0.2		86.14		1.83		0		3.5
2015		76		7.47		-0.03		15.87		0		0.64		174.27		2.32		0		7.08
2015		77		8.96		1.16		15.76		0		0.89		203.04		2.39		0		8.25
2015		78		8.52		1.33		15.02		0		0.76		193.51		2.3		0		7.86
2015		79		7.59		0.89		13.09		0		0.59		172.92		2.12		0		7.02
2015		80		6.78		4.38		9.08		8.36		0		31.88		1.29		0.01		1.29
2015		81		3.87		2.27		5.17		0.03		0		32.24		0.9		0		1.31
2015		82		7.24		3.04		13.14		0		0.86		212.48		1.97		0		8.63
2015		83		8.26		1.46		14.16		0		0.69		195.88		2.32		0		7.95
2015		84		5.92		2.22		10.51		4.53		0.02		40.06		1.72		0.01		1.63
2015		85		4.72		2.72		6.52		0.86		0		33.68		1.12		0.01		1.37
2015		86		6.07		1.37		9.87		0.29		0.36		139.6		1.8		0		5.67
2015		87		5.57		-2.13		11.07		0.24		0.49		169.95		2.21		0		6.9
2015		88		8.94		7.54		10.54		13.09		0		34.75		1.22		0		1.41
2015		89		9.78		7.78		12.98		2.5		0.04		49.18		1.67		0		2
2015		90		10.59		6.09		14.29		2.83		0.09		66.74		2.18		0		2.71
2015		91		4.82		3.42		6.42		1.22		0.09		67.4		1.06		0.02		2.74
2015		92		5.25		0.65		8.15		7.79		0		36.16		1.73		0.06		1.47
2015		93		4.9		-1.09		10		2.97		0.15		88.74		2.09		0.04		3.6
2015		94		5.09		1.59		7.39		13.49		0		36.85		1.54		0.13		1.5
2015		95		2.59		-0.21		5.69		0		0.44		172.45		1.4		0		7
2015		96		3.32		-1.58		8.02		0		0.96		252.91		1.86		0		10.27
2015		97		4.49		-0.41		9.59		0		0.98		256.47		2.02		0		10.41
2015		98		5.98		-2.42		13.98		0		0.98		258.76		2.79		0		10.51
2015		99		10.03		-0.07		19.73		0		0.98		261.04		3.62		0		10.6
2015		100		11.92		2.93		18.72		1.54		0.91		258.17		3.48		0		10.48
2015		101		11.04		7.74		14.84		0.01		0.15		95.35		2.28		0		3.87
2015		102		11.42		3.72		18.22		0		0.92		263.4		3.34		0		10.7
2015		103		12.75		4.65		19.45		0		0.95		267.94		3.55		0		10.88
2015		104		11.99		4.19		19.09		0		0.95		270.11		3.5		0		10.97
2015		105		13.3		2.7		21.3		0		0.94		271.5		4.12		0		11.03
2015		106		11.78		7.18		16.58		1.26		0.07		69.12		2.81		0		2.81
2015		107		11.2		8.7		13.1		10.08		0		41.15		1.9		0		1.67
2015		108		7.86		3.86		10.56		0		0.15		100.8		2.09		0		4.09
2015		109		7.26		-0.64		14.66		0		0.29		149.88		3.1		0		6.09
2015		110		9.98		1.78		16.28		0		0.95		282.71		3.37		0		11.48
2015		111		11.75		2.85		18.75		0		0.98		286.91		3.79		0		11.65
2015		112		12.5		2.9		20.6		0		0.99		289.58		4.12		0		11.76
2015		113		12		3.3		19.5		0		0.97		290.22		3.91		0		11.79
2015		114		12.96		4.06		20.47		0		0.98		292.88		4.09		0		11.89
2015		115		12.84		8.34		17.64		7.19		0		43.55		3.08		0		1.77
2015		116		12.9		8.8		17.4		1.42		0.33		170.36		2.99		0		6.92
2015		117		12.84		8.54		17.74		35.37		0.29		158.26		3.11		0		6.43
2015		118		6.52		1.82		8.72		0.7		0		44.38		2.15		0		1.8
2015		119		6.92		-0.58		12.12		0.58		0.44		207.02		2.98		0		8.41
2015		120		10.73		5.13		15.53		10.8		0.56		239.53		3.13		0		9.73
2015		121		11.56		9.06		13.86		38.77		0		45.18		2.2		0		1.83
2015		122		13.22		10.22		17.82		11.5		0.24		145.17		2.95		0		5.9
2015		123		15.06		10.36		19.86		28.66		0.03		59.5		3.51		0		2.42
2015		124		15.75		13.55		19.45		2.55		0.05		68.87		2.84		0		2.8
2015		125		14.92		11.62		19.52		19.01		0		46.19		3.22		0		1.88
2015		126		13.56		9.66		18.96		0.1		0.6		257.05		3.37		0		10.44
2015		127		12.6		6.5		17.6		0.01		0.76		289.84		3.58		0		11.77
2015		128		12.45		6.15		18.95		1.38		0.42		211.42		3.85		0		8.59
2015		129		14.14		9.24		18.74		0		0.49		232.88		3.52		0		9.46
2015		130		13.98		5.98		20.48		0		0.97		319.8		4.34		0		12.99
2015		131		16.61		6.91		24.81		0		0.89		313.6		5.25		0		12.73
2015		132		18.56		8.46		25.16		0		0.8		303.12		5.38		0		12.31
2015		133		21.48		15.28		27.28		0		0.72		290.96		4.95		0		11.82
2015		134		16.76		8.46		22.16		6.31		0.46		229.44		4.67		0		9.32
2015		135		6.59		2.89		8.99		14.84		0		48.39		2.21		0.02		1.97
2015		136		12.24		6.14		18.34		0.01		0.57		261.6		3.86		0		10.62
2015		137		14.12		8.82		18.92		0		0.5		243.86		3.75		0		9.9
2015		138		15.57		7.47		22.97		0.01		0.87		320.35		4.88		0		13.01
2015		139		12.05		8.55		13.85		0.86		0		49.13		2.56		0		2
2015		140		8.05		5.55		9.65		3.77		0		49.31		1.96		0		2
2015		141		7.04		3.94		9.64		0.44		0		49.47		2.22		0		2.01
2015		142		10.24		6.24		14.34		0		0.33		192.93		3		0		7.83
2015		143		11.54		6.44		15.84		0		0.58		270.68		3.4		0		10.99
2015		144		13.62		7.32		18.52		0		0.64		285.99		3.98		0		11.61
2015		145		13.63		10.33		19.03		3.4		0.21		147.68		3.52		0		6
2015		146		10.77		8.77		14.37		5.68		0.03		65.41		2.57		0		2.66
2015		147		11.22		6.52		15.62		0.01		0.96		339.36		3.34		0		13.78
2015		148		13.64		3.84		21.24		0		0.94		338.39		5.02		0		13.74
2015		149		16.44		8.24		23.04		0.53		0.82		324.31		5.06		0		13.17
2015		150		15.46		10.86		19.46		0.01		0.29		182.09		3.75		0		7.39
2015		151		16.3		10.1		22.1		0		0.79		321.06		4.55		0		13.04
2015		152		17.38		11.98		22.68		2.03		0.49		251.9		4.45		0		10.23
2015		153		18.89		12.89		24.39		0		0.72		309.69		4.82		0		12.58
2015		154		20.19		12.99		26.59		0		0.85		332.19		5.44		0		13.49
2015		155		20.95		12.36		28.35		0		0.95		344.49		6.02		0		13.99
2015		156		22.08		15.18		29.48		1.8		0.78		322.48		5.87		0		13.1
2015		157		21.98		13.98		29.18		0.21		0.83		331.01		6.05		0		13.44
2015		158		20.12		15.92		26.52		1.02		0.62		290.17		4.82		0		11.78
2015		159		18.14		12.94		23.44		0.01		0.62		290.57		4.55		0		11.8
2015		160		13.92		12.52		16.12		0		0		51.65		2.36		0		2.1
2015		161		15.71		12.01		20.8		0		0.27		177.54		3.89		0		7.21
2015		162		18.99		13.09		26.09		0		0.61		289.1		5.21		0		11.74
2015		163		19.49		13.19		24.39		0.06		0.4		226.74		4.9		0		9.21
2015		164		19.74		14.84		25.34		3.88		0.66		301.56		4.78		0		12.25
2015		165		16.78		13.28		22.28		14.05		0.31		194.04		4.08		0		7.88
2015		166		15.83		14.33		19.33		6.37		0.03		67.61		2.96		0		2.75
2015		167		16.1		13.6		20.4		0.78		0.09		97.79		3.48		0		3.97
2015		168		16.04		11.64		20.64		0.01		0.81		331.32		4		0		13.45
2015		169		15.3		9.1		19.6		8.51		0.28		182.52		4.23		0		7.41
2015		170		15.86		11.16		19.06		0.01		0.75		321.06		3.73		0		13.04
2015		171		13.94		10.84		17.34		0.57		0.16		131		3.19		0		5.32
2015		172		15.31		10.51		19.91		1.4		0.06		82.99		4		0		3.37
2015		173		17.98		12.78		23.18		9.8		0.41		230.94		4.55		0		9.38
2015		174		13.61		8.71		17.31		4.57		0.35		209.49		3.63		0		8.51
2015		175		14.4		5.9		20.7		0		0.98		351.72		4.88		0		14.28
2015		176		16.91		9.01		23.01		0		0.93		346.89		5.11		0		14.09
2015		177		18.41		10.01		25.01		0		0.91		344.5		5.52		0		13.99
2015		178		19.84		14.14		25.24		0		0.51		262.28		4.93		0		10.65
2015		179		19.49		11.69		25.89		0		0.97		349.97		5.52		0		14.21
2015		180		20.09		11.59		26.79		0		0.64		296.41		5.8		0		12.04
2015		181		22.06		13.16		29.36		0		0.98		350.13		6.29		0		14.22
2015		182		24.36		14.96		31.86		0		0.97		348.89		6.79		0		14.17
2015		183		26.22		17.62		33.82		0		0.9		341.33		6.93		0		13.86
2015		184		26.79		18.49		33.29		0		0.85		334.43		6.7		0		13.58
2015		185		27.13		18.33		34.23		0		0.87		336.65		6.99		0		13.67
2015		186		27.34		19.14		34.94		0.31		0.78		322.52		6.99		0		13.1
2015		187		25.03		18.93		30.53		0		0.79		323.67		5.67		0		13.14
2015		188		27.55		19.25		36.75		0.55		0.72		310.35		7.36		0		12.6
2015		189		20.08		15.79		23.68		0		0.26		171.38		4.12		0		6.96
2015		190		17.9		12.9		22.7		0		0.72		309.13		4.32		0		12.55
2015		191		18.69		8.49		26.69		0		0.98		344.46		6		0		13.99
2015		192		22.71		13.21		30.21		0		0.92		338.08		6.43		0		13.73
2015		193		21.6		13.3		28.3		0		0.85		328.74		5.86		0		13.35
2015		194		22.04		16.84		27.44		0		0.63		286.94		4.97		0		11.65
2015		195		22.11		14.31		29.31		0.03		0.97		340.35		5.9		0		13.82
2015		196		22.58		13.28		30.48		0		0.96		338.58		6.38		0		13.75
2015		197		24.76		14.56		33.86		0		0.96		337.63		7.1		0		13.71
2015		198		25.93		17.53		32.83		0.36		0.61		279.08		6.48		0		11.33
2015		199		22.06		17.46		28.56		4.23		0.39		214.66		5.02		0		8.72
2015		200		24.63		17.53		31.33		0.01		0.53		256.77		5.93		0		10.43
2015		201		24.03		16.73		30.03		0		0.96		333.51		5.72		0		13.54
2015		202		25.35		16.95		32.45		0.08		0.99		334.79		6.35		0		13.6
2015		203		23.09		18.59		32.19		5.12		0.57		264.74		5.62		0		10.75
2015		204		21.39		17.89		25.49		0.01		0.36		200.95		4.01		0		8.16
2015		205		22.73		15.03		31.72		7.17		0.75		301.41		6.13		0		12.24
2015		206		17.99		12.09		20.99		0.05		0.19		135.14		3.94		0		5.49
2015		207		14.83		8.54		19.73		6.37		0.25		158.62		4.01		0		6.44
2015		208		19.45		14.15		24.05		0		0.51		243.98		4.29		0		9.91
2015		209		17.9		14.1		23.3		0		0.22		145.61		3.94		0		5.91
2015		210		15.74		13.14		19.44		6.6		0.02		57.51		3.05		0		2.34
2015		211		15.34		10.04		20.54		0.01		0.72		288.75		3.88		0		11.73
2015		212		16.4		7.6		22.6		4.33		0.62		267.05		4.76		0		10.84
2015		213		15.7		14.1		17.6		11.55		0		47.19		2.24		0		1.92
2015		214		18.41		13.71		24.11		0.01		0.56		250.45		4.16		0		10.17
2015		215		21.87		13.08		29.17		0.01		0.99		317.16		5.64		0		12.88
2015		216		20.11		15.21		24.41		0.11		0.15		113.06		4.05		0		4.59
2015		217		21.77		13.57		29.96		0		0.97		312.52		5.62		0		12.69
2015		218		24.95		15.76		32.05		0		0.91		305.57		6.02		0		12.41
2015		219		26.83		18.43		34.23		0		0.9		302.92		6.16		0		12.3
2015		220		23.78		17.68		29.88		4.66		0.74		279.53		5.01		0		11.35
2015		221		19.58		17.58		21.68		9.44		0		45.28		2.6		0		1.84
2015		222		19.99		16.29		25.29		0.01		0.49		222.49		3.87		0		9.03
2015		223		22.14		16.24		27.54		0		0.67		262.26		4.56		0		10.65
2015		224		23.9		16.9		30.5		0		0.93		297.26		5.19		0		12.07
2015		225		21.48		16.78		30.18		16.85		0.46		210.56		4.82		0		8.55
2015		226		16.97		14.47		20.47		13.91		0.03		57.23		2.84		0		2.32
2015		227		15.29		12.59		17.39		10.22		0		43.68		2.4		0		1.77
2015		228		13.98		11.98		17.28		4.58		0.01		47.8		2.41		0		1.94
2015		229		15.76		12.96		18.36		0.02		0.08		77.07		2.55		0		3.13
2015		230		15.44		12.14		18.74		2.08		0.06		68.35		2.77		0		2.78
2015		231		14.6		11.3		17.5		0.02		0.08		76.04		2.6		0		3.09
2015		232		15.11		7.81		21.31		0		0.88		277.42		3.87		0		11.27
2015		233		16.58		9.08		23.18		0		0.99		284.55		4.1		0		11.56
2015		234		17.55		9.55		24.55		0		0.99		282.5		4.32		0		11.47
2015		235		16.34		11.64		21.14		5.33		0.11		85.5		3.3		0		3.47
2015		236		15.43		13.43		17.83		14.45		0		41.02		2.17		0		1.67
2015		237		15.41		10.61		20.21		0.01		0.95		273.52		3.18		0		11.11
2015		238		16.76		7.96		24.46		0		0.98		273.47		4.3		0		11.11
2015		239		20.53		12.03		26.93		0		0.9		265.15		4.49		0		10.77
2015		240		22.13		16.73		27.93		0		0.82		254.66		4.03		0		10.34
2015		241		22.19		14.29		28.99		0		0.99		267.58		4.58		0		10.87
2015		242		23.47		16.47		29.47		0		0.95		262.77		4.41		0		10.67
2015		243		23.03		16.23		29.23		0.24		0.93		259.07		4.33		0		10.52
2015		244		17.95		14.15		21.55		2.6		0.04		53.87		2.83		0		2.19
2015		245		16.48		12.68		20.68		0.01		0.33		148.16		2.8		0		6.02
2015		246		14.88		12.08		18.48		0.31		0.02		45.42		2.37		0		1.84
2015		247		14.46		8.96		19.16		0		0.55		197.68		2.92		0		8.03
2015		248		12.32		9.82		14.62		0.37		0.01		40.88		1.86		0		1.66
2015		249		11.86		7.86		16.56		0		0.38		155.91		2.44		0		6.33
2015		250		11.69		4.79		16.89		0.01		0.98		246.6		2.83		0		10.01
2015		251		12.12		4.02		18.92		0		0.94		241.74		3.16		0		9.82
2015		252		13.46		5.66		20.76		0		0.96		240.74		3.29		0		9.78
2015		253		12.78		6.18		20.08		0.01		0.57		190.54		3.06		0		7.74
2015		254		14.55		7.46		21.85		0.03		0.49		173.14		3.26		0		7.03
2015		255		16.06		10.26		22.66		8.94		0.54		181.24		3.14		0		7.36
2015		256		16.22		13.32		21.12		17.91		0.37		143.24		2.47		0		5.82
2015		257		14.33		10.63		19.43		4.3		0.46		161.8		2.46		0		6.57
2015		258		13.82		11.02		17.02		0.04		0		33.63		1.97		0		1.37
2015		259		16.05		11.65		22.04		0.58		0.37		138.82		2.75		0		5.64
2015		260		12.59		8.59		17.5		30.61		0.28		115.59		2.26		0		4.69
2015		261		11.39		8.29		15.79		3.6		0.36		133.59		1.97		0		5.42
2015		262		11.58		6.98		15.58		0.62		0.44		149.34		2.1		0		6.06
2015		263		11.72		7.12		17.02		0.01		0.82		204.06		2.24		0		8.29
2015		264		11.16		4.26		17.76		0.01		0.89		207.68		2.54		0		8.43
2015		265		12.15		8.65		15.55		10.01		0		31.15		1.86		0		1.26
2015		266		8.68		7.27		9.98		3.75		0.01		33.92		1.02		0		1.38
2015		267		10.1		5.9		15.6		0.01		0.95		204.48		2		0		8.3
2015		268		10.54		3.94		16.14		0		0.91		199.67		2.26		0		8.11
2015		269		10.41		4.11		15.5		0.01		0.42		133.99		2.15		0		5.44
	2015		270		9.97		4.87		14.07		0		0.03		38.24		1.88		0		1.55
	2015		271		9.23		3.73		14.03		0		0.77		181.2		1.91		0		7.36
	2015		272		8.39		2.39		13.69		0		0.77		179		1.91		0		7.27
	2015		273		6.94		2.34		11.74		0		0.51		143.18		1.63		0		5.81
	2015		274		7.46		2.86		13.46		0		0.71		168.42		1.74		0		6.84
	2015		275		9.82		3.52		16.92		0		0.76		171.47		2.12		0		6.96
	2015		276		11.98		6.28		16.58		9.46		0.41		121.1		1.97		0		4.92
	2015		277		11.9		8.9		16.2		0.3		0.82		172.39		1.64		0		7
	2015		278		13.24		9.54		17.94		2.81		0.48		129.71		1.81		0		5.27
	2015		279		12.55		10.55		14.75		12.08		0		26.22		1.24		0		1.06
	2015		280		11.66		8.66		13.26		0.41		0		25.88		1.24		0		1.05
	2015		281		9.64		4.54		14.34		0.01		0.33		99.28		1.66		0		4.03
	2015		282		10.03		6.43		15.13		0.06		0.88		165.55		1.57		0		6.72
	2015		283		8.73		5.73		10.53		0		0		24.87		1.1		0		1.01
	2015		284		10.54		8.93		12.84		0		0		24.53		1.04		0		1
	2015		285		10.94		8.44		14.24		0		0.33		94.07		1.27		0		3.82
	2015		286		8.79		4.39		11.89		4.91		0		23.87		1.32		0		0.97
	2015		287		4.98		0.68		7.88		0.26		0.12		50.88		1.09		0		2.07
	2015		288		3.99		3.19		4.69		2.89		0		23.22		0.47		0.14		0.94
	2015		289		4.57		3.27		5.87		0.02		0		22.9		0.63		0		0.93
	2015		290		5.21		2.71		8.21		0		0		22.58		0.92		0		0.92
	2015		291		6.56		4.86		8.36		0.38		0		22.27		0.77		0		0.9
	2015		292		6.32		2.22		8.82		0.02		0.03		28.59		1.03		0		1.16
	2015		293		4.1		-1.09		9.3		0.01		0.55		114.29		1.16		0		4.64
	2015		294		4.08		-0.61		8.98		0		0.66		124.13		1.1		0		5.04
	2015		295		5.41		0.41		10.01		0.01		0		21.04		1.15		0		0.85
	2015		296		8.28		4.48		11.08		0.01		0.01		22.85		1.05		0		0.93
	2015		297		9.83		6.43		15.03		0		0.21		60.29		1.26		0		2.45
	2015		298		10.59		5.89		15.29		0		0.48		98.43		1.33		0		4
	2015		299		7.04		3.14		11.34		0.01		0.32		75.79		1.07		0		3.08
	2015		300		8.05		5.35		13.35		0.68		0.71		118.02		1.09		0		4.79
	2015		301		9.31		5.81		14.91		17.39		0.26		64.79		1.2		0		2.63
	2015		302		8.85		4.95		12.35		0.03		0.2		54.52		1.05		0		2.21
	2015		303		7.38		1.79		13.68		0.14		0.94		125.74		1.24		0		5.11
	2015		304		6.98		5.38		8.28		0.01		0		18.5		0.59		0		0.75
	2015		305		5.93		1.03		11.43		0.05		0.76		113.27		1.06		0		4.6
	2015		306		4.43		1.53		10.03		0.01		0.41		79.88		0.88		0		3.24
	2015		307		4.52		1.12		8.72		0.01		0		17.73		0.83		0		0.72
	2015		308		7.91		2.01		14.5		0.01		0.19		48.58		1.2		0		1.97
	2015		309		8.09		2.69		14.28		0.01		0.94		115.48		1.15		0		4.69
	2015		310		10.44		5.24		17.83		0		0.95		114.2		1.29		0		4.64
	2015		311		11.05		6.15		17.35		0		0.94		112.31		1.23		0		4.56
	2015		312		10.35		4.85		18.05		0		0.99		112.18		1.28		0		4.56
	2015		313		12.74		6.64		19.54		0.01		0.93		108.94		1.36		0		4.42
	2015		314		9.89		4.99		16.29		0.01		0.88		105.67		1.14		0		4.29
	2015		315		7.28		2.18		13.28		0.01		0.85		103.02		1.01		0		4.18
	2015		316		3.12		0.12		5.61		0		0		15.66		0.58		0		0.64
	2015		317		6.24		0.35		11.64		0		0.41		68.66		0.95		0		2.79
	2015		318		9.77		6.37		12.47		0		0.62		85.93		0.79		0		3.49
	2015		319		12.03		7.03		16.83		0		0.35		60.71		1.07		0		2.47
	2015		320		9.72		4.12		17.61		0		0.87		97.31		1.14		0		3.95
	2015		321		11.3		3.6		15.7		0		0.2		42.06		1.13		0		1.71
	2015		322		12.21		8.01		15.31		0.01		0.91		96.3		0.89		0		3.91
	2015		323		12.21		8.61		14.51		1.17		0.49		70.82		0.79		0		2.88
	2015		324		11.7		6.1		14		35.11		0		14.16		0.89		0		0.58
	2015		325		2.69		-0.01		6.29		4.27		0.07		23.69		0.55		1.12		0.96
	2015		326		1.07		-0.33		2.67		1.15		0.18		37.28		0.34		0.92		1.51
	2015		327		-0.42		-4.32		2.88		0		0.72		82.99		0.48		0		3.37
	2015		328		-1.1		-6.1		2.2		0.93		0.7		81.02		0.49		0.93		3.29
	2015		329		2.48		0.78		4.58		6.29		0		13.4		0.4		2.06		0.54
	2015		330		1.47		0.27		2.87		0.95		0		13.26		0.31		0.65		0.54
	2015		331		0.78		-1.22		1.98		0.05		0.11		27.16		0.33		0.04		1.1
	2015		332		1.21		-1.89		4.51		0.6		0.06		20.76		0.47		0.46		0.84
	2015		333		5.38		2.08		8.68		0.51		0		12.88		0.58		0		0.52
	2015		334		8.28		6.38		10.08		0.01		0.33		49.63		0.49		0		2.02
	2015		335		6.72		0.52		10.22		0.01		0.57		68.16		0.73		0		2.77
	2015		336		1.72		-2.28		8.71		0.01		0.97		84.79		0.62		0.01		3.44
	2015		337		-0.93		-4.03		5.17		0.01		0.87		81.51		0.48		0.01		3.31
	2015		338		0.04		-4.16		3.74		1.08		0		12.36		0.47		1.03		0.5
	2015		339		2.58		0.08		6.68		0.01		0.13		27.64		0.49		0		1.12
	2015		340		3.76		-1.54		10.56		0.01		0.8		77.35		0.69		0		3.14
	2015		341		2.87		-1.43		9.27		0.01		0.94		81.18		0.62		0		3.3
	2015		342		1.21		-2.39		5.7		3.35		0.35		48.56		0.49		2.57		1.97
	2015		343		4.92		-0.58		7.52		1.45		0.01		13.2		0.59		0.02		0.54
	2015		344		-0.13		-2.83		1.07		0		0.01		13.13		0.32		0		0.53
	2015		345		0.79		-4.61		8.48		0		0.66		69		0.6		0		2.8
	2015		346		2.85		-1.45		7.85		0		0.98		80		0.56		0		3.25
	2015		347		-0.68		-4.48		3.82		0.01		0.43		53.83		0.44		0.01		2.19
	2015		348		-1.16		-4.56		5.74		0.07		0.93		78.4		0.48		0.08		3.18
	2015		349		-0.09		-4.39		4.51		2.32		0.1		23.13		0.47		2.22		0.94
	2015		350		6.6		2.1		11.5		0.26		0.05		17.5		0.66		0		0.71
	2015		351		5.41		1.21		11.01		0		0.89		76.85		0.64		0		3.12
	2015		352		4.65		0.45		8.45		0		0.08		20.81		0.56		0		0.85
	2015		353		4.44		0.44		11.33		0.01		0.87		76.11		0.65		0		3.09
	2015		354		3.53		-1.36		8.93		0.19		0.67		68.12		0.6		0.02		2.77
	2015		355		8.24		5.74		10.14		4.92		0.01		12.81		0.48		0		0.52
	2015		356		5.12		1.72		11.11		0.02		0.74		71.42		0.62		0		2.9
	2015		357		8.02		2.52		11.62		0		0.49		57.55		0.69		0		2.34
	2015		358		6.26		1.36		10.16		0		0.6		64.57		0.63		0		2.62
	2015		359		5.52		0.62		11.12		0.01		0.97		78.94		0.67		0		3.21
	2015		360		2.55		-1.45		8.85		0		0.98		79.32		0.58		0		3.22
	2015		361		0.82		-3.48		8.72		0.01		0.94		78.73		0.58		0.01		3.2
	2015		362		0.28		-4.52		8.47		0.01		0.92		78.53		0.58		0.01		3.19
	2015		363		1.72		-4.98		9.81		0.66		0.53		61.2		0.67		0.4		2.49
	2015		364		1.75		0.25		3.05		0.17		0.01		13.1		0.29		0.1		0.53
	2015		365		4.23		0.53		7.73		2.67		0		11.95		0.54		0.09		0.49
	2016		1		3.99		2.49		5.49		1.56		0		12.01		0.34		0.08		0.49
	2016		2		3.79		2.99		4.99		8.51		0		12.08		0.28		0.54		0.49
	2016		3		3.53		2.03		5.43		6.04		0.2		34.8		0.36		0.55		1.41
	2016		4		4.73		2.03		6.53		1.9		0.1		24.16		0.44		0.03		0.98
	2016		5		4.51		2.81		7.12		1.12		0.51		62.27		0.43		0.03		2.53
	2016		6		3.31		0.71		5.81		0.32		0.12		26.8		0.45		0.04		1.09
	2016		7		3.56		0.06		8.36		6.97		0		12.5		0.58		0.61		0.51
	2016		8		4.1		3.5		5.2		26.25		0		12.6		0.27		1.08		0.51
	2016		9		4.62		1.22		7.41		10.37		0		12.71		0.54		0.2		0.52
	2016		10		4.68		0.68		7.88		28.32		0		12.82		0.59		0.5		0.52
	2016		11		5.74		3.54		10.44		4.73		0.11		26.76		0.61		0.02		1.09
	2016		12		3.55		1.05		5.85		4.68		0.04		18.3		0.46		0.42		0.74
	2016		13		1.38		-1.43		3.48		0.06		0.14		30.89		0.42		0.04		1.25
	2016		14		-0.93		-4.43		2.47		1.45		0		13.32		0.45		1.43		0.54
	2016		15		-0.2		-2.2		1.3		1.47		0.5		67.32		0.34		1.42		2.73
	2016		16		-1.41		-2.31		0.09		0.54		0.03		17.72		0.26		1.96		0.72
	2016		17		-3.12		-8.91		-0.52		0.72		0.04		19.28		0.44		2.68		0.78
	2016		18		-8.56		-12.86		-5.46		0.78		0.18		37.49		0.27		3.46		1.52
	2016		19		-2.58		-5.98		0.42		5.23		0		14.08		0.41		8.69		0.57
	2016		20		0.33		-0.77		1.53		1.79		0		14.25		0.3		6.35		0.58
	2016		21		-0.21		-1.22		1.19		0.06		0.05		21.61		0.3		4.04		0.88
	2016		22		-1.37		-4.57		2.63		0.26		0.69		86.75		0.49		4.3		3.52
	2016		23		3.28		-2.52		8.18		0.01		0.77		92.3		0.77		0		3.75
	2016		24		0.76		-3.54		6.25		0.01		0.09		28.18		0.66		0.01		1.14
	2016		25		2.48		-2.62		10.58		0		0.98		102.65		0.85		0		4.17
	2016		26		3.4		-1.4		11.4		0		0.69		91.29		0.88		0		3.71
	2016		27		4.98		-0.02		11.48		0.01		0		15.56		0.91		0		0.63
	2016		28		7.45		4.35		11.65		0.95		0.15		38.35		0.82		0		1.56
	2016		29		7.44		3.74		10.54		0.12		0.38		67.8		0.8		0		2.75
	2016		30		6.63		1.24		10.24		3.74		0.44		75.14		0.9		0		3.05
	2016		31		8.74		6.54		11.64		2.48		0		16.43		0.75		0		0.67
	2016		32		10.11		4.62		12.81		0		0.17		43.43		1.01		0		1.76
	2016		33		7.51		3.61		11.21		2.76		0.46		80.44		0.89		0		3.27
	2016		34		3.96		0.46		9.06		9.01		0		17.13		0.83		0.45		0.7
	2016		35		2.78		0.58		4.88		0.39		0		17.38		0.56		0.09		0.71
	2016		36		5.26		0.86		9.36		0		0.7		105.48		0.9		0		4.28
	2016		37		2.48		-1.72		8.88		0		0.41		79.43		0.89		0		3.23
	2016		38		2.57		-0.43		5.97		3.71		0		18.14		0.71		1.11		0.74
	2016		39		6.61		1.41		11.41		3.35		0.04		25.78		1.08		0		1.05
	2016		40		7.13		0.83		10.43		9.54		0		18.67		1.09		0		0.76
	2016		41		1.51		0.01		3.31		0.15		0.14		44.35		0.5		0.1		1.8
	2016		42		0.77		-2.03		3.97		0.73		0.58		104.45		0.66		0.63		4.24
	2016		43		0.91		-1.39		3.51		10.52		0.06		31.12		0.61		8.8		1.26
	2016		44		5		3		8.8		8.19		0.04		27.71		0.82		0.09		1.13
	2016		45		4.52		2.12		7.13		11.14		0		20.07		0.76		0.25		0.82
	2016		46		1.26		0.06		2.46		1.2		0		20.36		0.46		0.9		0.83
	2016		47		0.73		0.43		1.03		0		0		20.65		0.22		0		0.84
	2016		48		1.54		0.34		2.74		0		0		20.95		0.48		0		0.85
	2016		49		2.84		0.74		5.64		3.39		0		21.26		0.74		0.75		0.86
	2016		50		1.39		-1.41		3.79		0.69		0.06		34.42		0.72		0.49		1.4
	2016		51		3.68		-1.62		9.98		0.35		0		21.87		1.21		0.03		0.89
	2016		52		11.22		7.42		14.92		0		0.95		149.08		1.34		0		6.05
